uid,strategy,metric,score,metric_logical
011586c0134e387bb8b76844873ed799,same_obvious,LLMJudge-qwen3_32b-seed42,0.675,LLMJudge
8713d9b8067061c34f61019a07e2b325,same_obvious,LLMJudge-qwen3_32b-seed42,1.0,LLMJudge
556a48114ca32e27dd7ca11b5c757ca1,same_obvious,LLMJudge-qwen3_32b-seed42,0.875,LLMJudge
21b6dc758db276bf6fe0cd15755d5c81,same_obvious,LLMJudge-qwen3_32b-seed42,0.75,LLMJudge
e2f02cf550abe739038cd39847fdee11,same_obvious,LLMJudge-qwen3_32b-seed42,0.875,LLMJudge
0179efaa97ca0268d61db40365d0e286,same_obvious,LLMJudge-qwen3_32b-seed42,0.875,LLMJudge
3b300f439fc295e25d2eab5314e12960,same_obvious,LLMJudge-qwen3_32b-seed42,0.875,LLMJudge
5a603f108b7b98a7aa5968e9e79e0fad,same_obvious,LLMJudge-qwen3_32b-seed42,0.8925000000000001,LLMJudge
2b442cbafe16c8f1e46959aacf81d03d,same_obvious,LLMJudge-qwen3_32b-seed42,0.75,LLMJudge
8713d9b8067061c34f61019a07e2b325,same_obvious,LLMJudge-qwen3_32b-seed42,0.75,LLMJudge
21b6dc758db276bf6fe0cd15755d5c81,same_obvious,LLMJudge-qwen3_32b-seed42,0.75,LLMJudge
21b6dc758db276bf6fe0cd15755d5c81,same_obvious,LLMJudge-qwen3_32b-seed42,1.0,LLMJudge
556a48114ca32e27dd7ca11b5c757ca1,same_obvious,LLMJudge-qwen3_32b-seed42,0.775,LLMJudge
21b6dc758db276bf6fe0cd15755d5c81,same_obvious,LLMJudge-qwen3_32b-seed42,1.0,LLMJudge
4d328b965414360d44f8b198a9b1afdb,same_obvious,LLMJudge-qwen3_32b-seed42,1.0,LLMJudge
0179efaa97ca0268d61db40365d0e286,same_obvious,LLMJudge-qwen3_32b-seed42,0.875,LLMJudge
7d8fd314249cebb51ebb9048ca9a38bd,same_obvious,LLMJudge-qwen3_32b-seed42,1.0,LLMJudge
011586c0134e387bb8b76844873ed799,same_obvious,LLMJudge-qwen3_32b-seed42,0.675,LLMJudge
9121098f041fcd5aea47e50fa7aac874,same_obvious,LLMJudge-qwen3_32b-seed42,1.0,LLMJudge
5a603f108b7b98a7aa5968e9e79e0fad,same_obvious,LLMJudge-qwen3_32b-seed42,0.9075,LLMJudge
543047ead06ed9ccb6cd1dfd33e772fa,same_obvious,LLMJudge-qwen3_32b-seed42,0.8500000000000001,LLMJudge
f2a1ebbdfd7ec0dd51e1b4ec3b2fe1cb,same_obvious,LLMJudge-qwen3_32b-seed42,0.9,LLMJudge
e2f02cf550abe739038cd39847fdee11,same_obvious,LLMJudge-qwen3_32b-seed42,0.875,LLMJudge
6bce9d27e345a62765e4edffabc69d15,same_obvious,LLMJudge-qwen3_32b-seed42,1.0,LLMJudge
4d328b965414360d44f8b198a9b1afdb,same_obvious,LLMJudge-qwen3_32b-seed42,1.0,LLMJudge
3b300f439fc295e25d2eab5314e12960,same_obvious,LLMJudge-qwen3_32b-seed42,0.925,LLMJudge
5a603f108b7b98a7aa5968e9e79e0fad,same_obvious,LLMJudge-qwen3_32b-seed42,0.9425,LLMJudge
e6cb435292fbb4442fa34c65bc90d310,same_obvious,LLMJudge-qwen3_32b-seed42,0.75,LLMJudge
543047ead06ed9ccb6cd1dfd33e772fa,same_obvious,LLMJudge-qwen3_32b-seed42,0.7000000000000001,LLMJudge
5a603f108b7b98a7aa5968e9e79e0fad,same_obvious,LLMJudge-qwen3_32b-seed42,0.9075,LLMJudge
011586c0134e387bb8b76844873ed799,same_obvious,DNAEval-qwen3_32b-seed42,0.8154761904761905,DNAEval
8713d9b8067061c34f61019a07e2b325,same_obvious,DNAEval-qwen3_32b-seed42,0.7053571428571428,DNAEval
556a48114ca32e27dd7ca11b5c757ca1,same_obvious,DNAEval-qwen3_32b-seed42,1.0,DNAEval
