,example_id,duration_milliseconds,cpu_ram_mb,gpu_ram_mb,disk_usage_change_mb,baseline_cpu_ram_mb,baseline_gpu_ram_mb,total_cpu_ram_mb,total_gpu_ram_mb
0,0,0.9377002716064453,0,0,0.0,755.8203125,0,755.8203125,0
1,1,1.1663436889648438,0,0,0.0,755.8203125,0,755.8203125,0
2,2,0.7181167602539062,0,0,0.0,755.8203125,0,755.8203125,0
3,3,0.8819103240966797,0,0,0.0,755.8203125,0,755.8203125,0
4,4,1.3720989227294922,0,0,0.0,755.8203125,0,755.8203125,0
5,5,0.4105567932128906,0,0,0.0,755.8203125,0,755.8203125,0
6,6,0.9093284606933594,0,0,0.0,755.8203125,0,755.8203125,0
7,7,1.5044212341308594,0,0,0.0,755.8203125,0,755.8203125,0
8,8,0.4112720489501953,0,0,0.0,755.8203125,0,755.8203125,0
9,9,0.9262561798095703,0,0,0.0,755.8203125,0,755.8203125,0
10,10,0.7512569427490234,0,0,0.0,755.8203125,0,755.8203125,0
11,11,0.8306503295898438,0,0,0.0,755.8203125,0,755.8203125,0
12,12,0.7510185241699219,0,0,0.0,755.8203125,0,755.8203125,0
13,13,1.1653900146484375,0,0,0.0,755.8203125,0,755.8203125,0
14,14,0.9770393371582031,0,0,0.0,755.8203125,0,755.8203125,0
15,15,0.263214111328125,0,0,0.0,755.8203125,0,755.8203125,0
16,16,0.3733634948730469,0,0,0.0,755.8203125,0,755.8203125,0
17,17,0.8530616760253906,0,0,0.0,755.8203125,0,755.8203125,0
18,18,0.2925395965576172,0,0,0.0,755.8203125,0,755.8203125,0
19,19,0.2791881561279297,0,0,0.0,755.8203125,0,755.8203125,0
20,20,1.5463829040527344,0,0,0.0,755.8203125,0,755.8203125,0
21,21,0.4596710205078125,0,0,0.0,755.8203125,0,755.8203125,0
22,22,1.0025501251220703,0,0,0.0,755.8203125,0,755.8203125,0
23,23,0.24390220642089844,0,0,0.0,755.8203125,0,755.8203125,0
24,24,0.3192424774169922,0,0,0.0,755.8203125,0,755.8203125,0
25,25,0.7607936859130859,0,0,0.0,755.8203125,0,755.8203125,0
26,26,1.2254714965820312,0,0,0.0,755.8203125,0,755.8203125,0
27,27,0.4177093505859375,0,0,0.0,755.8203125,0,755.8203125,0
28,28,1.1570453643798828,0,0,0.0,755.8203125,0,755.8203125,0
29,29,0.5214214324951172,0,0,0.0,755.8203125,0,755.8203125,0
